salt,temp,datetime,class
35.492595900739374,25.494306545390426,2001-01-15,EAC
35.4646524928779,25.525288026760933,2001-01-15,EAC
35.44202528443602,25.615174954325063,2001-01-15,EAC
35.423073836598995,25.72233840117994,2001-01-15,EAC
35.617729400505006,24.8354234271282,2001-01-15,EAC
35.58907653581863,24.97166852322821,2001-01-15,EAC
35.559907772937734,25.143369657130584,2001-01-15,EAC
35.53965719753572,25.334665628977696,2001-01-15,EAC
35.527507273538795,25.468387524875173,2001-01-15,EAC
35.52157801294263,25.556669722361914,2001-01-15,EAC
35.52741497920902,25.573468650196855,2001-01-15,EAC
35.53260257459635,25.475548668527708,2001-01-15,EAC
35.4955827611694,25.483063202684075,2001-01-15,EAC
35.45341186061257,25.488682234051595,2001-01-15,EAC
35.444714076631975,25.41252105571438,2001-01-15,EAC
35.20630485471118,17.479852329110944,2001-01-15,BS
35.21663844632248,17.491157034183157,2001-01-15,BS
35.241666772472044,17.52892517119176,2001-01-15,BS
35.2733358704408,17.567839072760155,2001-01-15,BS
35.29333285754594,17.575167268534045,2001-01-15,BS
35.305046145079594,17.511070345828887,2001-01-15,BS
35.31730914695533,17.357582301783253,2001-01-15,BS
35.333331614964585,17.151332834934824,2001-01-15,BS
35.35211853709023,17.009665477690334,2001-01-15,BS
35.371644014670295,16.968471166638473,2001-01-15,BS
35.39548609561718,17.049458263261563,2001-01-15,BS
35.145888855009844,16.90022892952554,2001-01-15,BS
35.15503334740862,16.89914551954823,2001-01-15,BS
35.176873656307365,16.917678564280955,2001-01-15,BS
35.20389833924052,16.90804846942623,2001-01-15,BS
35.224914952134434,16.865362068105224,2001-01-15,BS
35.248002611700116,16.783203281868857,2001-01-15,BS
35.2696945245952,16.644873057004425,2001-01-15,BS
35.278976044408644,16.481271422674467,2001-01-15,BS
35.27785737569601,16.366443304607017,2001-01-15,BS
35.27892501988732,16.34565449818071,2001-01-15,BS
35.29132834756056,16.437713938082,2001-01-15,BS
35.08766846352244,16.349432420366835,2001-01-15,BS
35.102454749588055,16.37618334777529,2001-01-15,BS
35.12707796594192,16.40366871056685,2001-01-15,BS
35.15442553583794,16.378364864139243,2001-01-15,BS
35.17051801311688,16.29213504491759,2001-01-15,BS
35.183151580320114,16.188190226680856,2001-01-15,BS
35.19016057301815,16.076187031682203,2001-01-15,BS
35.18438023094675,15.939769932673777,2001-01-15,BS
35.17081339552895,15.825686608822618,2001-01-15,BS
35.1618583907194,15.803907212269596,2001-01-15,BS
35.164128038945506,15.881457572563143,2001-01-15,BS
35.02281981633553,15.908013158209217,2001-01-15,BS
35.048545957434854,15.98664619133141,2001-01-15,BS
35.077144424109726,16.038195933661132,2001-01-15,BS
35.09943436660247,16.019881300050034,2001-01-15,BS
35.10585358695236,15.934067585791164,2001-01-15,BS
35.1009776119961,15.812851218774599,2001-01-15,BS
35.08988467812712,15.660038641314081,2001-01-15,BS
35.074592922613434,15.499219676630469,2001-01-15,BS
35.05738740693074,15.382247451661858,2001-01-15,BS
35.047404749190385,15.345397940762277,2001-01-15,BS
35.04843929887502,15.39039824285563,2001-01-15,BS
34.96104037630232,15.482171908409171,2001-01-15,BS
34.984885976253835,15.602426709442442,2001-01-15,BS
35.01324740337709,15.686092804967487,2001-01-15,BS
35.0337911706699,15.698117128476065,2001-01-15,BS
35.03728760332288,15.627328052296956,2001-01-15,BS
35.02341779045073,15.494427918244948,2001-01-15,BS
35.001197168453174,15.319706241950055,2001-01-15,BS
34.980111659961565,15.145801631202936,2001-01-15,BS
34.96387226181455,15.009979700711181,2001-01-15,BS
34.95924587385353,14.945373402853182,2001-01-15,BS
34.96651308801848,14.955810851315768,2001-01-15,BS
34.90948749491812,14.965786684573276,2001-01-15,BS
34.930453781430465,15.107588565612327,2001-01-15,BS
34.953824928253255,15.222287666861913,2001-01-15,BS
34.97021195133904,15.274509274872822,2001-01-15,BS
34.96966916305658,15.241111745103556,2001-01-15,BS
34.95280038014779,15.131639256272187,2001-01-15,BS
34.927892745339,14.96838971620053,2001-01-15,BS
34.906567488162125,14.794031379307183,2001-01-15,BS
34.897519495862895,14.649762527631824,2001-01-15,BS
34.90152589956863,14.56142684528521,2001-01-15,BS
34.912361396105254,14.531009500989585,2001-01-15,BS
34.86865542934755,14.418854132844228,2001-01-15,BS
34.886809274008854,14.558916974270598,2001-01-15,BS
34.903287628655924,14.688285973640705,2001-01-15,BS
34.9090498568713,14.767374738141108,2001-01-15,BS
34.90196012927582,14.762543154161765,2001-01-15,BS
34.887005549265105,14.68513925563661,2001-01-15,BS
34.86760883601464,14.569840415217444,2001-01-15,BS
34.855500132839595,14.445121883343637,2001-01-15,BS
34.854951653583285,14.312569666635941,2001-01-15,BS
34.86001731695383,14.186542377097403,2001-01-15,BS
34.86867804171346,14.101752447757555,2001-01-15,BS
34.81714462150423,13.950337588122,2001-01-15,BS
34.83053013922288,14.070524623813256,2001-01-15,BS
34.83983936082209,14.192021371627664,2001-01-15,BS
34.836853240684384,14.274191639098634,2001-01-15,BS
34.82716148022803,14.285811477536692,2001-01-15,BS
34.822184216745,14.256354090038354,2001-01-15,BS
34.81946089946214,14.203852722617032,2001-01-15,BS
34.82220441275085,14.127554970634954,2001-01-15,BS
34.826786722089096,13.998955346679976,2001-01-15,BS
34.82931236154763,13.841362841588653,2001-01-15,BS
34.83070909507305,13.709393720658865,2001-01-15,BS
34.75431940176097,13.530545638704417,2001-01-15,BS
34.757931874556654,13.643221174068755,2001-01-15,BS
34.760168166048885,13.76290819197727,2001-01-15,BS
34.752136800669696,13.834345294702635,2001-01-15,BS
34.74743319492846,13.854617354575579,2001-01-15,BS
34.75513947277248,13.87079831479314,2001-01-15,BS
34.7671100176473,13.86138041826947,2001-01-15,BS
34.78258619585144,13.799271772933523,2001-01-15,BS
34.791625076868264,13.665980980297993,2001-01-15,BS
34.79237428796683,13.494150239228807,2001-01-15,BS
34.78920266249994,13.340840809214152,2001-01-15,BS
34.68193989228503,13.101765440273613,2001-01-15,BS
34.67076032719449,13.20859256071399,2001-01-15,BS
34.65852612886943,13.319071880359536,2001-01-15,BS
34.65000990844505,13.38030568492968,2001-01-15,BS
34.656311171351035,13.423268649453679,2001-01-15,BS
34.67594228301246,13.46813315141353,2001-01-15,BS
34.70263154424227,13.478800074517151,2001-01-15,BS
34.728222052226876,13.421956211564599,2001-01-15,BS
34.74366568074728,13.302718035855868,2001-01-15,BS
34.74772724217205,13.150569972692345,2001-01-15,BS
34.748585935658156,13.00644555192579,2001-01-15,BS
35.34271346458313,27.26829580149788,2001-02-15,EAC
35.34402678296821,27.357877146391022,2001-02-15,EAC
35.3551972646047,27.349631982037298,2001-02-15,EAC
35.38683277006581,27.31420315868349,2001-02-15,EAC
35.43182616275646,27.272314389298263,2001-02-15,EAC
35.477069000522604,27.080633117301776,2001-02-15,EAC
35.506601972723935,26.776123140337607,2001-02-15,EAC
35.52413920226819,26.497211021261748,2001-02-15,EAC
35.53647580585817,26.427227834411262,2001-02-15,EAC
35.53160893226683,26.501469571807224,2001-02-15,EAC
35.4898496093004,26.664427398567543,2001-02-15,EAC
35.37117148659674,27.15614124853282,2001-02-15,EAC
35.37249939730101,27.226145752904667,2001-02-15,EAC
35.385334498571474,27.226056438618382,2001-02-15,EAC
35.41967760373003,27.211112822776435,2001-02-15,EAC
35.470552331834185,27.150901983850776,2001-02-15,EAC
35.533693396021945,26.847584911095147,2001-02-15,EAC
35.574723224659856,26.367501308627805,2001-02-15,EAC
35.60762480898379,26.009574891435914,2001-02-15,EAC
35.60988183260962,26.032007687114525,2001-02-15,EAC
35.58329265865762,26.227806729130005,2001-02-15,EAC
35.5146613952434,26.55553760878675,2001-02-15,EAC
35.39979821154901,27.00134369921434,2001-02-15,EAC
35.39932601708975,27.040950168550243,2001-02-15,EAC
35.41316148471152,27.044592362827093,2001-02-15,EAC
35.43335439610017,27.056809938231485,2001-02-15,EAC
35.45791223535506,27.086266289453466,2001-02-15,EAC
35.51368661553086,26.888388128674723,2001-02-15,EAC
35.54346088445018,26.336917350456304,2001-02-15,EAC
35.5976461780111,25.903874071501747,2001-02-15,EAC
35.61659302334657,25.914060003625707,2001-02-15,EAC
35.58293248284535,26.180879346395464,2001-02-15,EAC
35.499567193622056,26.600755511322102,2001-02-15,EAC
35.428182897198994,26.83169922326581,2001-02-15,EAC
35.44079924321075,26.851809584002535,2001-02-15,EAC
35.43684468287263,26.806273487110808,2001-02-15,EAC
35.435869442554676,26.82443072116828,2001-02-15,EAC
35.42032259993571,26.936037463140604,2001-02-15,EAC
35.41189748995966,27.052750695324956,2001-02-15,EAC
35.4098953590918,26.76432939709612,2001-02-15,EAC
35.443079822676985,26.431556834751998,2001-02-15,EAC
35.46731103257882,26.415237793493635,2001-02-15,EAC
35.462931440522425,26.56534470845789,2001-02-15,EAC
35.42853406843292,26.77977989508262,2001-02-15,EAC
35.45595727664111,26.623486092307168,2001-02-15,EAC
35.456236551717275,26.585659776628088,2001-02-15,EAC
35.46190816818351,26.587021018096284,2001-02-15,EAC
35.452897209175916,26.646042940231894,2001-02-15,EAC
35.4258052321199,26.757827685365214,2001-02-15,EAC
35.39224348432901,26.84260557930601,2001-02-15,EAC
35.37207087009498,26.81353335403591,2001-02-15,EAC
35.35725389153565,26.818286865316864,2001-02-15,EAC
35.384559338084834,26.721694556115253,2001-02-15,EAC
35.40555769073511,26.670403774660375,2001-02-15,EAC
35.3841772541123,26.69559316861151,2001-02-15,EAC
35.494287962426625,26.38414704350596,2001-02-15,EAC
35.50414484072551,26.4107497433742,2001-02-15,EAC
35.500642589470516,26.414554169912126,2001-02-15,EAC
35.49033096629361,26.52359231123093,2001-02-15,EAC
35.4563021372183,26.64100640749869,2001-02-15,EAC
35.416731063982496,26.702317643248314,2001-02-15,EAC
35.39556356007454,26.668564320833443,2001-02-15,EAC
35.38189844460287,26.678390407098533,2001-02-15,EAC
35.394665898667824,26.598130708947757,2001-02-15,EAC
35.44241182911441,26.385374607649663,2001-02-15,EAC
35.43039404301063,26.432690245096726,2001-02-15,EAC
35.52104352514903,26.059514559352984,2001-02-15,EAC
35.5306964308148,26.19093209309528,2001-02-15,EAC
35.53402334426188,26.2326591157269,2001-02-15,EAC
35.52483328607532,26.354266836009995,2001-02-15,EAC
35.481260264959694,26.481913815118013,2001-02-15,EAC
35.43331655640866,26.57326487157389,2001-02-15,EAC
35.420543020027594,26.581036566833912,2001-02-15,EAC
35.4406185656862,26.49623490685961,2001-02-15,EAC
35.5031012491905,26.294937580991235,2001-02-15,EAC
35.559036927147915,26.130059400230877,2001-02-15,EAC
35.53471459772843,26.229003626237684,2001-02-15,EAC
35.5444168908845,25.824405219965314,2001-02-15,EAC
35.53508861057917,25.931451577673435,2001-02-15,EAC
35.541436812063004,26.064294230911507,2001-02-15,EAC
35.53110164156065,26.192551699058647,2001-02-15,EAC
35.47977171849664,26.318510975911877,2001-02-15,EAC
35.42157360157611,26.445413305464008,2001-02-15,EAC
35.40331299248038,26.55866208516567,2001-02-15,EAC
35.45034679227855,26.47059148511941,2001-02-15,EAC
35.564044624457814,26.277564988625638,2001-02-15,EAC
35.639614684849285,26.205568725159903,2001-02-15,EAC
35.58424248523681,26.405442044740862,2001-02-15,EAC
35.553855179658576,25.675192442319396,2001-02-15,EAC
35.53675752566298,25.789390387674224,2001-02-15,EAC
35.52833856151673,25.948487591822733,2001-02-15,EAC
35.51190437438015,26.085226418268466,2001-02-15,EAC
35.467396956812166,26.185557370053328,2001-02-15,EAC
35.424580060165255,26.225343842351855,2001-02-15,EAC
35.41596387090174,26.22460538253371,2001-02-15,EAC
35.4685122845456,26.210961012909102,2001-02-15,EAC
35.57280861374187,26.24045634461121,2001-02-15,EAC
35.60970035941338,26.324844590779268,2001-02-15,EAC
35.5613191940796,26.498281976711485,2001-02-15,EAC
35.55872341699905,25.533593049406516,2001-02-15,EAC
35.536857840897866,25.668517734952623,2001-02-15,EAC
35.51633926326035,25.849683698520995,2001-02-15,EAC
35.49562269231585,26.00559281241118,2001-02-15,EAC
35.46758184022508,26.076471862475977,2001-02-15,EAC
35.44237027281205,26.047425167057366,2001-02-15,EAC
35.44432117769875,25.93836874638128,2001-02-15,EAC
35.48825263849566,25.930892741242097,2001-02-15,EAC
35.519987770004654,26.02411665284622,2001-02-15,EAC
35.52815980922405,26.16547101936099,2001-02-15,EAC
35.50337580073885,26.33981838014436,2001-02-15,EAC
35.566275083898056,25.416735597259947,2001-02-15,EAC
35.54408093462089,25.558897870958017,2001-02-15,EAC
35.52008119258298,25.73912839983696,2001-02-15,EAC
35.4979447583857,25.90181338226505,2001-02-15,EAC
35.4817687528547,25.955160519861423,2001-02-15,EAC
35.4742220592595,25.938427122868525,2001-02-15,EAC
35.49241016660366,25.89848836606036,2001-02-15,EAC
35.51994458316831,25.858551263222783,2001-02-15,EAC
35.50117331510572,25.936464554660176,2001-02-15,EAC
35.48120720371319,26.02559937984912,2001-02-15,EAC
35.46877838479176,26.126398919219188,2001-02-15,EAC
35.57606614859446,25.31990111624868,2001-02-15,EAC
35.56033119085062,25.443712457760366,2001-02-15,EAC
35.54086768402144,25.59923701901058,2001-02-15,EAC
35.52522622472871,25.76566444947864,2001-02-15,EAC
35.51509967188093,25.869892796243693,2001-02-15,EAC
35.51627218650983,25.932022890142434,2001-02-15,EAC
35.52955968393364,25.959578599447195,2001-02-15,EAC
35.546282459433264,25.890363509348003,2001-02-15,EAC
35.52990921940438,25.896787611048843,2001-02-15,EAC
35.48612510980217,25.907916801172256,2001-02-15,EAC
35.471460053064405,25.871053420353107,2001-02-15,EAC
35.22744772246614,18.684712182126027,2001-02-15,BS
35.23699162034687,18.741909812251834,2001-02-15,BS
35.2597108068204,18.794570366600194,2001-02-15,BS
35.285595677186855,18.797826829902455,2001-02-15,BS
35.29875037568446,18.716011343836314,2001-02-15,BS
35.30013569164746,18.53190206919747,2001-02-15,BS
35.29852612576254,18.264514648737624,2001-02-15,BS
35.30181859606457,17.955786945613607,2001-02-15,BS
35.31448737250158,17.69092297981469,2001-02-15,BS
35.33607014331589,17.526905337415474,2001-02-15,BS
35.36679914595753,17.528470398603748,2001-02-15,BS
35.13087588019197,17.937068714766284,2001-02-15,BS
35.13939092467827,17.963203433020485,2001-02-15,BS
35.16391250244848,17.99405607939983,2001-02-15,BS
35.190601983912124,17.966889891357482,2001-02-15,BS
35.20640006817721,17.85926950798958,2001-02-15,BS
35.21963562623295,17.678167004305937,2001-02-15,BS
35.23015057874177,17.447430400386565,2001-02-15,BS
35.23345864068427,17.21857456528648,2001-02-15,BS
35.23079406154143,17.03997029117127,2001-02-15,BS
35.23236712109085,16.94448571254643,2001-02-15,BS
35.24859963754554,16.973719316363916,2001-02-15,BS
35.0525777255251,17.268011968097905,2001-02-15,BS
35.06842973885902,17.30995034323296,2001-02-15,BS
35.096040580776865,17.338522541271423,2001-02-15,BS
35.12250136819237,17.295502269222577,2001-02-15,BS
35.13470350316222,17.160786897759674,2001-02-15,BS
35.14202122164771,16.98515967187534,2001-02-15,BS
35.14523233584847,16.815689592824413,2001-02-15,BS
35.142548014865746,16.66161343247451,2001-02-15,BS
35.13418370074871,16.533507310390736,2001-02-15,BS
35.12830221775138,16.47268327407051,2001-02-15,BS
35.13272105648166,16.496709632552257,2001-02-15,BS
34.979450043154394,16.76137496544038,2001-02-15,BS
35.0078352975692,16.83488770772052,2001-02-15,BS
35.040848825932386,16.869549453331445,2001-02-15,BS
35.064614772412526,16.82256431944143,2001-02-15,BS
35.06981050216437,16.6947657628396,2001-02-15,BS
35.06434066758553,16.52405842389257,2001-02-15,BS
35.05571035182274,16.349462976073987,2001-02-15,BS
35.04794935681669,16.20108926590611,2001-02-15,BS
35.03930031847988,16.09711523994958,2001-02-15,BS
35.0342897503851,16.049014057056645,2001-02-15,BS
35.03699107876914,16.057575558052747,2001-02-15,BS
34.91490477991767,16.297769789914298,2001-02-15,BS
34.94723617839013,16.406332635786207,2001-02-15,BS
34.98477847859349,16.47708547403158,2001-02-15,BS
35.00957682575459,16.47036881843873,2001-02-15,BS
35.01420541990122,16.371749705756613,2001-02-15,BS
35.00108581038881,16.20508358702248,2001-02-15,BS
34.983125970015145,16.016631346544344,2001-02-15,BS
34.96961619807755,15.854489274977349,2001-02-15,BS
34.961564709905645,15.734352398441212,2001-02-15,BS
34.96159630597433,15.6697693799376,2001-02-15,BS
34.970142298574665,15.66135021801208,2001-02-15,BS
34.86949592377991,15.792256597905416,2001-02-15,BS
34.904010633586964,15.922278693864293,2001-02-15,BS
34.941268715805926,16.033820513084436,2001-02-15,BS
34.96694191681632,16.084595131618,2001-02-15,BS
34.970763496991594,16.034284110866047,2001-02-15,BS
34.955393886182726,15.8901833169027,2001-02-15,BS
34.93194948076606,15.69803243108111,2001-02-15,BS
34.91470574014233,15.514747663591514,2001-02-15,BS
34.911235440794435,15.376621337010125,2001-02-15,BS
34.91910135378362,15.295358889541056,2001-02-15,BS
34.931767209766626,15.264031268938457,2001-02-15,BS
34.84401734025268,15.280635331266579,2001-02-15,BS
34.880509259273445,15.413502574767495,2001-02-15,BS
34.91541891769965,15.540399523746188,2001-02-15,BS
34.93452050737817,15.615928094875304,2001-02-15,BS
34.93486124234322,15.592492825753293,2001-02-15,BS
34.9204198615397,15.472507472175883,2001-02-15,BS
34.897219015195525,15.311713484467841,2001-02-15,BS
34.882838473119634,15.162391587790905,2001-02-15,BS
34.88335084652046,15.028705075499031,2001-02-15,BS
34.891691800392515,14.915065188897675,2001-02-15,BS
34.90339380091915,14.842750670704005,2001-02-15,BS
34.809354758027645,14.818593665308244,2001-02-15,BS
34.8431642531471,14.950240689081816,2001-02-15,BS
34.87063780973984,15.076277514984536,2001-02-15,BS
34.88226161112513,15.148770742749601,2001-02-15,BS
34.88105916413931,15.129662144038882,2001-02-15,BS
34.875551676559134,15.044825716230461,2001-02-15,BS
34.86669665191006,14.937990585968581,2001-02-15,BS
34.8640540916438,14.834821754182757,2001-02-15,BS
34.86765682370638,14.70517296641069,2001-02-15,BS
34.87184702271716,14.557101160040558,2001-02-15,BS
34.87430707874903,14.434790895693814,2001-02-15,BS
34.75146127198902,14.349276438568463,2001-02-15,BS
34.77872798473371,14.491762697318194,2001-02-15,BS
34.80051261183914,14.622300636901823,2001-02-15,BS
34.80650094921137,14.682974972006166,2001-02-15,BS
34.807628728297956,14.667278207233695,2001-02-15,BS
34.81181510434647,14.619166458257425,2001-02-15,BS
34.815113913220124,14.548829909541617,2001-02-15,BS
34.824757686652546,14.463473719172542,2001-02-15,BS
34.832671231486515,14.335271602963907,2001-02-15,BS
34.83282402264658,14.17558491677019,2001-02-15,BS
34.82843039131179,14.028129359809848,2001-02-15,BS
34.67879662485423,13.823676999048933,2001-02-15,BS
34.69231954343738,13.963872245493125,2001-02-15,BS
34.699618242761765,14.09358150703431,2001-02-15,BS
34.702920552275806,14.150462716311281,2001-02-15,BS
34.7105781167982,14.157993812929284,2001-02-15,BS
34.72191608007743,14.13877573054944,2001-02-15,BS
34.738094708821954,14.09318063679963,2001-02-15,BS
34.75770504313373,14.01792632760575,2001-02-15,BS
34.770555832076205,13.907914208422671,2001-02-15,BS
34.77225215264525,13.770708701835675,2001-02-15,BS
34.77082700069672,13.631848284247805,2001-02-15,BS
35.37256232282669,26.61854097325695,2001-03-15,EAC
35.37035351046382,26.68766550811558,2001-03-15,EAC
35.3728638891919,26.66361395036426,2001-03-15,EAC
35.397714144642535,26.598888006116454,2001-03-15,EAC
35.44263539848193,26.556842106849643,2001-03-15,EAC
35.503132675370864,26.477840812482935,2001-03-15,EAC
35.56860205491776,26.313996544863667,2001-03-15,EAC
35.58344496096353,26.149406920483436,2001-03-15,EAC
35.58487521760778,26.121830128014484,2001-03-15,EAC
35.57373499562495,26.20235515673033,2001-03-15,EAC
35.53082900432335,26.360540530396968,2001-03-15,EAC
35.41216980772796,26.520254142389195,2001-03-15,EAC
35.412243544005854,26.562275013086666,2001-03-15,EAC
35.41730282710266,26.551028249706192,2001-03-15,EAC
35.442106112650144,26.512362932608657,2001-03-15,EAC
35.482951110055026,26.47264949815877,2001-03-15,EAC
35.55033474184761,26.303150966567074,2001-03-15,EAC
35.627166595252504,26.032164260225866,2001-03-15,EAC
35.667482934120315,25.759587510773084,2001-03-15,EAC
35.66346705551558,25.782176193520502,2001-03-15,EAC
35.63237080393492,25.955375635985476,2001-03-15,EAC
35.56233482293819,26.261381977361072,2001-03-15,EAC
35.44124000528761,26.416728431798628,2001-03-15,EAC
35.44068078423987,26.427643824402136,2001-03-15,EAC
35.4496501544349,26.41623159490243,2001-03-15,EAC
35.46624326523661,26.39020432171803,2001-03-15,EAC
35.48009846470951,26.440954977809053,2001-03-15,EAC
35.52789122731352,26.41010847170521,2001-03-15,EAC
35.57956264512795,26.130705371459083,2001-03-15,EAC
35.657435133463224,25.730107944035023,2001-03-15,EAC
35.67971396023893,25.691986066420245,2001-03-15,EAC
35.63734209815451,25.92407600015136,2001-03-15,EAC
35.55131034741207,26.303264698827203,2001-03-15,EAC
35.46203396630372,26.320281287017245,2001-03-15,EAC
35.474417270205976,26.290229093637148,2001-03-15,EAC
35.46896120036878,26.25369065034299,2001-03-15,EAC
35.47192544274163,26.23909414892498,2001-03-15,EAC
35.457038490077935,26.361801673640112,2001-03-15,EAC
35.44425074319584,26.582192184925912,2001-03-15,EAC
35.45021131511077,26.52258893757034,2001-03-15,EAC
35.49897937661724,26.264777889748707,2001-03-15,EAC
35.53431535756983,26.19798652427268,2001-03-15,EAC
