index,xtime,yEAC,yTSW,yEACr,yTSWr,xmonth
0,2016-09-02 12:00:00,248,1476,0.14385150812064965,0.8561484918793504,9
1,2016-09-03 12:00:00,279,1445,0.16183294663573086,0.8381670533642691,9
2,2016-09-04 12:00:00,317,1407,0.18387470997679814,0.8161252900232019,9
3,2016-09-05 12:00:00,283,1441,0.16415313225058004,0.83584686774942,9
4,2016-09-06 12:00:00,342,1382,0.19837587006960558,0.8016241299303944,9
5,2016-09-07 12:00:00,327,1397,0.18967517401392112,0.8103248259860789,9
6,2016-09-08 12:00:00,354,1370,0.20533642691415313,0.7946635730858469,9
7,2016-09-09 12:00:00,381,1343,0.22099767981438515,0.7790023201856149,9
8,2016-09-10 12:00:00,295,1429,0.1711136890951276,0.8288863109048724,9
9,2016-09-11 12:00:00,194,1530,0.11252900232018562,0.8874709976798144,9
10,2016-09-12 12:00:00,54,1670,0.031322505800464036,0.968677494199536,9
11,2016-09-13 12:00:00,45,1679,0.026102088167053363,0.9738979118329466,9
12,2016-09-14 12:00:00,28,1696,0.016241299303944315,0.9837587006960556,9
13,2016-09-15 12:00:00,28,1696,0.016241299303944315,0.9837587006960556,9
14,2016-09-16 12:00:00,34,1690,0.019721577726218097,0.9802784222737819,9
15,2016-09-17 12:00:00,1,1723,0.000580046403712297,0.9994199535962877,9
16,2016-09-18 12:00:00,0,1724,0.0,1.0,9
17,2016-09-19 12:00:00,0,1724,0.0,1.0,9
18,2016-09-20 12:00:00,4,1720,0.002320185614849188,0.9976798143851509,9
19,2016-09-21 12:00:00,0,1724,0.0,1.0,9
20,2016-09-22 12:00:00,2,1722,0.001160092807424594,0.9988399071925754,9
21,2016-09-23 12:00:00,81,1643,0.04698375870069606,0.953016241299304,9
22,2016-09-24 12:00:00,182,1542,0.10556844547563805,0.894431554524362,9
23,2016-09-25 12:00:00,224,1500,0.12993039443155452,0.8700696055684455,9
24,2016-09-26 12:00:00,282,1442,0.16357308584686775,0.8364269141531323,9
25,2016-09-27 12:00:00,309,1415,0.17923433874709976,0.8207656612529002,9
26,2016-09-28 12:00:00,362,1362,0.2099767981438515,0.7900232018561485,9
27,2016-09-29 12:00:00,283,1441,0.16415313225058004,0.83584686774942,9
28,2016-09-30 12:00:00,226,1498,0.13109048723897912,0.8689095127610209,9
29,2016-08-03 12:00:00,440,1284,0.2552204176334107,0.7447795823665894,8
30,2016-08-04 12:00:00,421,1303,0.24419953596287702,0.755800464037123,8
31,2016-08-05 12:00:00,331,1393,0.1919953596287703,0.8080046403712297,8
32,2016-08-06 12:00:00,334,1390,0.1937354988399072,0.8062645011600929,8
33,2016-08-07 12:00:00,353,1371,0.20475638051044084,0.7952436194895591,8
34,2016-08-08 12:00:00,309,1415,0.17923433874709976,0.8207656612529002,8
35,2016-08-09 12:00:00,339,1385,0.19663573085846867,0.8033642691415314,8
36,2016-08-10 12:00:00,323,1401,0.18735498839907191,0.8126450116009281,8
37,2016-08-11 12:00:00,288,1436,0.16705336426914152,0.8329466357308585,8
38,2016-08-12 12:00:00,310,1414,0.17981438515081208,0.820185614849188,8
39,2016-08-13 12:00:00,235,1489,0.13631090487238978,0.8636890951276102,8
40,2016-08-14 12:00:00,268,1456,0.1554524361948956,0.8445475638051044,8
41,2016-08-15 12:00:00,316,1408,0.18329466357308585,0.8167053364269141,8
42,2016-08-16 12:00:00,304,1420,0.17633410672853828,0.8236658932714617,8
43,2016-08-17 12:00:00,347,1377,0.20127610208816704,0.798723897911833,8
44,2016-08-18 12:00:00,416,1308,0.24129930394431554,0.7587006960556845,8
45,2016-08-19 12:00:00,441,1283,0.255800464037123,0.744199535962877,8
46,2016-08-20 12:00:00,428,1296,0.2482598607888631,0.7517401392111369,8
47,2016-08-21 12:00:00,410,1314,0.23781902552204176,0.7621809744779582,8
48,2016-08-22 12:00:00,362,1362,0.2099767981438515,0.7900232018561485,8
49,2016-08-23 12:00:00,323,1401,0.18735498839907191,0.8126450116009281,8
50,2016-08-24 12:00:00,303,1421,0.175754060324826,0.824245939675174,8
51,2016-08-25 12:00:00,303,1421,0.175754060324826,0.824245939675174,8
52,2016-08-26 12:00:00,341,1383,0.19779582366589327,0.8022041763341067,8
53,2016-08-27 12:00:00,342,1382,0.19837587006960558,0.8016241299303944,8
54,2016-08-28 12:00:00,343,1381,0.19895591647331787,0.8010440835266821,8
55,2016-08-29 12:00:00,331,1393,0.1919953596287703,0.8080046403712297,8
56,2016-08-30 12:00:00,269,1455,0.15603248259860789,0.8439675174013921,8
57,2016-08-31 12:00:00,205,1519,0.11890951276102088,0.8810904872389791,8
58,2016-09-01 12:00:00,344,1380,0.19953596287703015,0.8004640371229699,9
59,2016-07-04 12:00:00,624,1100,0.3619489559164733,0.6380510440835266,7
60,2016-07-05 12:00:00,677,1047,0.39269141531322505,0.607308584686775,7
61,2016-07-06 12:00:00,736,988,0.42691415313225056,0.5730858468677494,7
62,2016-07-07 12:00:00,799,925,0.4634570765661253,0.5365429234338747,7
63,2016-07-08 12:00:00,838,886,0.48607888631090485,0.5139211136890951,7
64,2016-07-09 12:00:00,886,838,0.5139211136890951,0.48607888631090485,7
65,2016-07-10 12:00:00,917,807,0.5319025522041764,0.4680974477958237,7
66,2016-07-11 12:00:00,855,869,0.49593967517401394,0.5040603248259861,7
67,2016-07-12 12:00:00,781,943,0.45301624129930396,0.546983758700696,7
68,2016-07-13 12:00:00,720,1004,0.4176334106728538,0.5823665893271461,7
69,2016-07-14 12:00:00,624,1100,0.3619489559164733,0.6380510440835266,7
