index,xtime,yEAC,yTSW,yEACr,yTSWr,xmonth
0,1994-01-01 12:00:00,473,0,1.0,0.0,1
1,1994-01-02 12:00:00,473,0,1.0,0.0,1
2,1994-01-03 12:00:00,473,0,1.0,0.0,1
3,1994-01-04 12:00:00,473,0,1.0,0.0,1
4,1994-01-05 12:00:00,473,0,1.0,0.0,1
5,1994-01-06 12:00:00,473,0,1.0,0.0,1
6,1994-01-07 12:00:00,473,0,1.0,0.0,1
7,1994-01-08 12:00:00,473,0,1.0,0.0,1
8,1994-01-09 12:00:00,473,0,1.0,0.0,1
9,1994-01-10 12:00:00,473,0,1.0,0.0,1
10,1994-01-11 12:00:00,473,0,1.0,0.0,1
11,1994-01-12 12:00:00,473,0,1.0,0.0,1
12,1994-01-13 12:00:00,473,0,1.0,0.0,1
13,1994-01-14 12:00:00,473,0,1.0,0.0,1
14,1994-01-15 12:00:00,473,0,1.0,0.0,1
15,1994-01-16 12:00:00,473,0,1.0,0.0,1
16,1994-01-17 12:00:00,473,0,1.0,0.0,1
17,1994-01-18 12:00:00,473,0,1.0,0.0,1
18,1994-01-19 12:00:00,473,0,1.0,0.0,1
19,1994-01-20 12:00:00,473,0,1.0,0.0,1
20,1994-01-21 12:00:00,473,0,1.0,0.0,1
21,1994-01-22 12:00:00,473,0,1.0,0.0,1
22,1994-01-23 12:00:00,473,0,1.0,0.0,1
23,1994-01-24 12:00:00,473,0,1.0,0.0,1
24,1994-01-25 12:00:00,473,0,1.0,0.0,1
25,1994-01-26 12:00:00,473,0,1.0,0.0,1
26,1994-01-27 12:00:00,473,0,1.0,0.0,1
27,1994-01-28 12:00:00,473,0,1.0,0.0,1
28,1994-01-29 12:00:00,473,0,1.0,0.0,1
29,1994-01-30 12:00:00,473,0,1.0,0.0,1
30,1994-01-31 12:00:00,473,0,1.0,0.0,1
31,1994-02-01 12:00:00,473,0,1.0,0.0,2
32,1994-02-02 12:00:00,473,0,1.0,0.0,2
33,1994-02-03 12:00:00,473,0,1.0,0.0,2
34,1994-02-04 12:00:00,473,0,1.0,0.0,2
35,1994-02-05 12:00:00,473,0,1.0,0.0,2
36,1994-02-06 12:00:00,473,0,1.0,0.0,2
37,1994-02-07 12:00:00,473,0,1.0,0.0,2
38,1994-02-08 12:00:00,473,0,1.0,0.0,2
