xtime,yEAC,yTSW,yEACr,yTSWr,xmonth
1994-01-01 12:00:00,8676,3445,0.7157825261942083,0.2842174738057916,1
1994-01-01 12:00:00,8676,3445,0.7157825261942083,0.2842174738057916,1
1994-01-02 12:00:00,8866,3255,0.731457800511509,0.26854219948849106,1
1994-01-03 12:00:00,9258,2863,0.7637983664714133,0.23620163352858675,1
1994-01-04 12:00:00,9034,3087,0.7453180430657537,0.25468195693424633,1
1994-01-05 12:00:00,9082,3039,0.7492781123669664,0.2507218876330336,1
1994-01-06 12:00:00,9038,3083,0.7456480488408547,0.2543519511591453,1
1994-01-07 12:00:00,9019,3102,0.7440805214091246,0.2559194785908753,1
1994-01-08 12:00:00,8555,3566,0.7057998514974012,0.2942001485025988,1
1994-01-09 12:00:00,8498,3623,0.701097269202211,0.29890273079778895,1
1994-01-10 12:00:00,8792,3329,0.7253526936721393,0.2746473063278607,1
1994-01-11 12:00:00,9311,2810,0.7681709429915023,0.23182905700849765,1
1994-01-12 12:00:00,9862,2259,0.8136292385116739,0.18637076148832604,1
1994-01-13 12:00:00,9775,2346,0.8064516129032258,0.1935483870967742,1
1994-01-14 12:00:00,9529,2592,0.7861562577345104,0.21384374226548963,1
1994-01-15 12:00:00,9320,2801,0.7689134559854798,0.23108654401452025,1
1994-01-16 12:00:00,9354,2767,0.7717185050738388,0.2282814949261612,1
1994-01-17 12:00:00,9451,2670,0.7797211451200396,0.2202788548799604,1
1994-01-18 12:00:00,10396,1725,0.857685009487666,0.14231499051233396,1
1994-01-19 12:00:00,11332,789,0.9349063608613151,0.06509363913868493,1
1994-01-20 12:00:00,11313,808,0.933338833429585,0.06666116657041499,1
1994-01-21 12:00:00,9362,2759,0.7723785166240409,0.22762148337595908,1
1994-01-22 12:00:00,10114,2007,0.834419602343041,0.165580397656959,1
1994-01-23 12:00:00,10839,1282,0.8942331490801089,0.1057668509198911,1
1994-01-24 12:00:00,10943,1178,0.9028132992327366,0.09718670076726342,1
1994-01-25 12:00:00,10959,1162,0.9041333223331408,0.09586667766685918,1
1994-01-26 12:00:00,10920,1201,0.9009157660259055,0.09908423397409455,1
1994-01-27 12:00:00,10881,1240,0.8976982097186701,0.10230179028132992,1
1994-01-28 12:00:00,11096,1025,0.9154360201303523,0.08456397986964771,1
1994-01-29 12:00:00,11446,675,0.9443115254516954,0.0556884745483046,1
1994-01-30 12:00:00,11472,649,0.9464565629898524,0.05354343701014768,1
1994-01-31 12:00:00,11530,591,0.9512416467288177,0.04875835327118225,1
1994-01-31 12:00:00,11530,591,0.9512416467288177,0.04875835327118225,1
1994-02-01 12:00:00,11654,467,0.9614718257569508,0.03852817424304925,2
1994-02-02 12:00:00,11658,463,0.9618018315320518,0.03819816846794819,2
1994-02-03 12:00:00,11726,395,0.9674119297087699,0.0325880702912301,2
1994-02-04 12:00:00,11975,146,0.9879547892088112,0.012045210791188846,2
1994-02-05 12:00:00,12019,102,0.9915848527349228,0.008415147265077139,2
1994-02-06 12:00:00,12117,4,0.9996699942248989,0.00033000577510106425,2
1994-02-07 12:00:00,12054,67,0.9944724032670572,0.005527596732942826,2
1994-02-08 12:00:00,12052,69,0.9943074003795066,0.0056925996204933585,2
1994-02-09 12:00:00,12107,14,0.9988449797871463,0.001155020212853725,2
1994-02-10 12:00:00,12092,29,0.9976074581305173,0.002392541869482716,2
1994-02-11 12:00:00,12040,81,0.9933173830542035,0.006682616945796551,2
1994-02-12 12:00:00,12028,93,0.9923273657289002,0.0076726342710997444,2
1994-02-13 12:00:00,12057,64,0.994719907598383,0.005280092401617028,2
1994-02-14 12:00:00,12068,53,0.9956274234799108,0.0043725765200891015,2
1994-02-15 12:00:00,12082,39,0.9967824436927646,0.003217556307235377,2
1994-02-16 12:00:00,12036,85,0.9929873772791024,0.0070126227208976155,2
1994-02-17 12:00:00,11988,133,0.9890273079778896,0.010972692022110387,2
1994-02-18 12:00:00,11942,179,0.9852322415642274,0.014767758435772625,2
1994-02-19 12:00:00,11905,216,0.9821796881445425,0.01782031185545747,2
1994-02-20 12:00:00,11910,211,0.9825921953634189,0.01740780463658114,2
1994-02-21 12:00:00,11948,173,0.985727250226879,0.01427274977312103,2
1994-02-22 12:00:00,12121,0,1.0,0.0,2
1994-02-23 12:00:00,12121,0,1.0,0.0,2
1994-02-24 12:00:00,12081,40,0.9966999422489894,0.003300057751010643,2
1994-02-25 12:00:00,12082,39,0.9967824436927646,0.003217556307235377,2
1994-02-26 12:00:00,12121,0,1.0,0.0,2
1994-02-27 12:00:00,11967,154,0.9872947776586091,0.012705222341390975,2
1994-02-28 12:00:00,11934,187,0.9845722300140253,0.015427769985974754,2
1994-03-01 12:00:00,12004,117,0.9903473310782939,0.00965266892170613,3
1994-03-02 12:00:00,12019,102,0.9915848527349228,0.008415147265077139,3
1994-03-02 12:00:00,12019,102,0.9915848527349228,0.008415147265077139,3
1994-03-03 12:00:00,11982,139,0.988532299315238,0.011467700684761984,3
1994-03-04 12:00:00,12041,80,0.9933998844979787,0.006600115502021286,3
1994-03-05 12:00:00,11939,182,0.9849847372329016,0.015015262767098424,3
1994-03-06 12:00:00,11920,201,0.9834172098011715,0.016582790198828478,3
1994-03-07 12:00:00,11941,180,0.9851497401204521,0.014850259879547892,3
1994-03-08 12:00:00,11953,168,0.9861397574457553,0.013860242554244699,3
1994-03-09 12:00:00,11921,200,0.9834997112449468,0.016500288755053213,3
1994-03-10 12:00:00,11905,216,0.9821796881445425,0.01782031185545747,3
1994-03-11 12:00:00,11666,455,0.9624618430822539,0.03753815691774606,3
