index,xmonth,xtime,yEAC,yEACr,yTSW,yTSWr
5175,9,2007-09-18 12:00:00,3777,0.31160795313917994,8344,0.6883920468608201
5176,9,2007-09-19 12:00:00,4030,0.33248081841432225,8091,0.6675191815856778
5177,9,2007-09-20 12:00:00,4122,0.3400709512416467,7999,0.6599290487583532
5179,9,2007-09-21 12:00:00,4247,0.35038363171355497,7874,0.649616368286445
5180,9,2007-09-22 12:00:00,4295,0.35434370101476775,7826,0.6456562989852322
5181,9,2007-09-23 12:00:00,4498,0.3710914941011468,7623,0.6289085058988533
5182,9,2007-09-24 12:00:00,4533,0.3739790446332811,7588,0.6260209553667189
5183,9,2007-09-25 12:00:00,4409,0.3637488656051481,7712,0.6362511343948519
5184,9,2007-09-26 12:00:00,4492,0.37059648543849516,7629,0.6294035145615048
5185,9,2007-09-27 12:00:00,4720,0.38940681461925586,7401,0.6105931853807441
5186,9,2007-09-28 12:00:00,4321,0.3564887385529247,7800,0.6435112614470754
5187,9,2007-09-29 12:00:00,4174,0.34436102631796056,7947,0.6556389736820394
5188,9,2007-09-30 12:00:00,4257,0.35120864615130765,7864,0.6487913538486924
5189,10,2007-10-01 12:00:00,4449,0.36704892335615874,7672,0.6329510766438413
5190,10,2007-10-02 12:00:00,4809,0.3967494431152545,7312,0.6032505568847455
5191,10,2007-10-03 12:00:00,4816,0.3973269532216814,7305,0.6026730467783186
5192,10,2007-10-04 12:00:00,5005,0.41291972609520666,7116,0.5870802739047933
5193,10,2007-10-05 12:00:00,5218,0.4304925336193383,6903,0.5695074663806616
5194,10,2007-10-06 12:00:00,5314,0.4384126722217639,6807,0.5615873277782362
5195,10,2007-10-07 12:00:00,5581,0.46044055770975995,6540,0.5395594422902401
5196,10,2007-10-08 12:00:00,5861,0.48354096196683444,6260,0.5164590380331656
5197,10,2007-10-09 12:00:00,6049,0.4990512333965844,6072,0.5009487666034156
5198,10,2007-10-10 12:00:00,6116,0.5045788301295273,6005,0.49542116987047274
5199,10,2007-10-11 12:00:00,6445,0.5317218051315898,5676,0.4682781948684102
5200,10,2007-10-12 12:00:00,6207,0.5120864615130765,5914,0.48791353848692354
5201,10,2007-10-13 12:00:00,6186,0.5103539311937959,5935,0.4896460688062041
5202,10,2007-10-14 12:00:00,6337,0.522811649203861,5784,0.4771883507961389
5203,10,2007-10-15 12:00:00,6539,0.5394769408464648,5582,0.4605230591535352
5204,10,2007-10-16 12:00:00,6201,0.5115914528504248,5920,0.4884085471495751
5205,10,2007-10-17 12:00:00,6232,0.5141489976074581,5889,0.48585100239254186
5206,10,2007-10-18 12:00:00,6374,0.5258642026235459,5747,0.4741357973764541
5207,10,2007-10-19 12:00:00,7082,0.5842752248164342,5039,0.4157247751835657
5208,10,2007-10-20 12:00:00,7238,0.5971454500453758,4883,0.4028545499546242
5210,10,2007-10-21 12:00:00,7514,0.6199158485273493,4607,0.3800841514726508
5211,10,2007-10-22 12:00:00,8305,0.6851744905535847,3816,0.3148255094464153
5212,10,2007-10-23 12:00:00,8224,0.6784918736077882,3897,0.3215081263922119
5213,10,2007-10-24 12:00:00,7984,0.6586915271017243,4137,0.3413084728982757
5214,10,2007-10-25 12:00:00,8331,0.6873195280917416,3790,0.3126804719082584
5215,10,2007-10-26 12:00:00,8382,0.6915271017242802,3739,0.30847289827571983
5216,10,2007-10-27 12:00:00,8835,0.7289002557544757,3286,0.2710997442455243
5217,10,2007-10-28 12:00:00,8691,0.7170200478508374,3430,0.2829799521491626
5218,10,2007-10-29 12:00:00,9488,0.7827736985397244,2633,0.21722630146027555
5219,10,2007-10-30 12:00:00,9833,0.8112366966421912,2288,0.18876330335780875
5220,10,2007-10-31 12:00:00,9825,0.8105766850919891,2296,0.1894233149080109
5221,11,2007-11-01 12:00:00,9895,0.8163517861562577,2226,0.18364821384374228
5222,11,2007-11-02 12:00:00,10026,0.8271594752908176,2095,0.1728405247091824
5223,11,2007-11-03 12:00:00,9938,0.8198993482385942,2183,0.18010065176140583
5224,11,2007-11-04 12:00:00,9733,0.8029865522646646,2388,0.19701344773533536
5225,11,2007-11-05 12:00:00,8941,0.7376454087946539,3180,0.2623545912053461
5226,11,2007-11-06 12:00:00,8774,0.7238676676841844,3347,0.2761323323158155
5227,11,2007-11-07 12:00:00,8701,0.71784506228859,3420,0.2821549377114099
5228,11,2007-11-08 12:00:00,8786,0.7248576850094877,3335,0.27514231499051234
5229,11,2007-11-09 12:00:00,9173,0.7567857437505157,2948,0.24321425624948437
5230,11,2007-11-10 12:00:00,9835,0.8114016995297417,2286,0.18859830047025822
5231,11,2007-11-11 12:00:00,9954,0.8212193713389985,2167,0.17878062866100156
5232,11,2007-11-12 12:00:00,9944,0.8203943569012457,2177,0.17960564309875424
5233,11,2007-11-13 12:00:00,10011,0.8259219536341886,2110,0.1740780463658114
5234,11,2007-11-14 12:00:00,10150,0.8373896543189506,1971,0.16261034568104943
5235,11,2007-11-15 12:00:00,10564,0.8715452520419107,1557,0.12845474795808925
5236,11,2007-11-16 12:00:00,10488,0.8652751423149905,1633,0.1347248576850095
5237,11,2007-11-17 12:00:00,10800,0.8910155927728736,1321,0.10898440722712648
5238,11,2007-11-18 12:00:00,10928,0.9015757775761076,1193,0.09842422242389241
5239,11,2007-11-19 12:00:00,10923,0.9011632703572312,1198,0.09883672964276875
5241,11,2007-11-20 12:00:00,10849,0.8950581635178616,1272,0.10494183648213844
5242,11,2007-11-21 12:00:00,10892,0.898605725600198,1229,0.10139427439980199
5243,11,2007-11-22 12:00:00,11330,0.9347413579737646,791,0.06525864202623546
5244,11,2007-11-23 12:00:00,11124,0.9177460605560598,997,0.08225393944394027
5245,11,2007-11-24 12:00:00,11050,0.9116409537166901,1071,0.08835904628330996
5246,11,2007-11-25 12:00:00,11222,0.9258312020460358,899,0.0741687979539642
5247,11,2007-11-26 12:00:00,10933,0.9019882847949839,1188,0.09801171520501609
5248,11,2007-11-27 12:00:00,10769,0.8884580480158403,1352,0.11154195198415973
5249,11,2007-11-28 12:00:00,11180,0.9223661414074746,941,0.07763385859252538
5250,11,2007-11-29 12:00:00,10745,0.8864780133652339,1376,0.1135219866347661
5251,11,2007-11-30 12:00:00,10738,0.885900503258807,1383,0.11409949674119298
5252,12,2007-12-01 12:00:00,10630,0.8769903473310783,1491,0.1230096526689217
5253,12,2007-12-02 12:00:00,10561,0.8712977477105849,1560,0.12870225228941506
5254,12,2007-12-03 12:00:00,10617,0.8759178285619998,1504,0.12408217143800017
5255,12,2007-12-04 12:00:00,11875,0.9797046448312845,246,0.020295355168715452
5256,12,2007-12-05 12:00:00,11209,0.9247586832769573,912,0.07524131672304266
5257,12,2007-12-06 12:00:00,11503,0.9490141077468855,618,0.05098589225311443
5258,12,2007-12-07 12:00:00,11839,0.976734592855375,282,0.023265407144625033
5259,12,2007-12-08 12:00:00,11969,0.9874597805461596,152,0.012540219453840443
5260,12,2007-12-09 12:00:00,11961,0.9867997689959574,160,0.013200231004042572
5261,12,2007-12-10 12:00:00,11868,0.9791271347248577,253,0.020872865275142316
5262,12,2007-12-11 12:00:00,11877,0.9798696477188351,244,0.020130352281164922
5263,12,2007-12-12 12:00:00,11861,0.9785496246184309,260,0.021450375381569176
5264,12,2007-12-13 12:00:00,11863,0.9787146275059814,258,0.021285372494018646
5265,12,2007-12-14 12:00:00,11900,0.9817671809256662,221,0.0182328190743338
5266,12,2007-12-15 12:00:00,11914,0.9829222011385199,207,0.017077798861480076
5267,12,2007-12-16 12:00:00,11888,0.980777163600363,233,0.019222836399636994
5268,12,2007-12-17 12:00:00,11838,0.9766520914115997,283,0.023347908588400298
5269,12,2007-12-18 12:00:00,11792,0.9728570249979375,329,0.027142975002062537
5270,12,2007-12-19 12:00:00,11762,0.9703819816846795,359,0.02961801831532052
